Sentence,Two_Entity,Predict,Label,idx
"well , as coalition forces push north , they are encounter ##ing a unique problem of combat , getting rid of the [unused8] captured from the [unused2] . [SEP] weapons [SEP] enemy","[[[unused8]], [[unused2]]]",NONE,ART-rl,19273
they stand no chance against the m1 abrams [unused7] used by army and [unused3] . [SEP] tanks [SEP] marines,"[[[unused7]], [[unused3]]]",NONE,ART-rl,26498
this is [unused7] [unused2] ' ve literally been living in . [SEP] what [SEP] we,"[[[unused7]], [[unused2]]]",NONE,ART-rl,52442

"it also has a land ##er known as bea ##gle two , named after charles car win [unused7] [unused2] sailed to the island and went into its bit of fame . [SEP] which [SEP] he","[[[unused7]], [[unused2]]]",PHYS-rl,ART-rl,58121

"the admission , according to [unused5] [unused2] , came during three - day talks in beijing which concluded friday , the first meeting between us and north korean officials since the nuclear crisis erupted six months ago . [SEP] us [SEP] sources","[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,1385
his lawyers say his trial attorney did a bad job and the prosecutors improper ##ly kept [unused5] [unused2] off his jury . [SEP] african [SEP] americans,"[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,2843
"[unused5] [unused5] [unused5] . [unused2] tell cnn mohammed "" abu "" abbas was captured about 50 miles west of baghdad . [SEP] u . s [SEP] sources","[[[unused5], [unused5], [unused5]], [[unused2]]]",NONE,GEN-AFF-rl,3691
"[unused5] [unused2] say he had tried to flee into syria , but was turned away at the border . [SEP] palestinian [SEP] sources","[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,3705
reporter carl din ##non of [unused5] ' s [unused3] [unused3] filed this report . [SEP] britain [SEP] it ##n,"[[[unused5]], [[unused3], [unused3]]]",NONE,GEN-AFF-rl,5259
"t ##10 : 44 : 00 we richmond ##ers , we do love [unused5] [unused3] [unused3] [unused3] ! [SEP] our [SEP] uk ##rop ##s","[[[unused5]], [[unused3], [unused3], [unused3]]]",NONE,GEN-AFF-rl,5500
"out of security concerns , major travel agencies , including the china international travel service , china travel service and china youth tourism service , have temporarily suspended tours to egypt and turkey for [unused5] [unused2] . [SEP] chinese [SEP] tourists","[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,9321
"t ##11 : 31 : 00 jim and will : have some fun and check the "" northern [unused4] [unused2] "" on the bari ##l web site . [SEP] virginia [SEP] supporters","[[[unused4]], [[unused2]]]",NONE,GEN-AFF-rl,10160
"then the [unused5] [unused2] accused of hitting a man with her car , driving home about him stuck to her windshield and leaving him there to die . [SEP] texas [SEP] woman","[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,11758
die - hard defenders have held out for days inside the [unused5] of [unused2] [unused2] [unused2] [unused2] . [SEP] city [SEP] 1 . 3 million,"[[[unused5]], [[unused2], [unused2], [unused2], [unused2]]]",NONE,GEN-AFF-rl,30348
our [unused5] [unused3] chief mike hanna standing by with more and that . [SEP] jerusalem [SEP] bureau,"[[[unused5]], [[unused3]]]",NONE,GEN-AFF-rl,31856
( end video clip ) wood ##ruff [unused5] [unused5] ' s united states [unused2] robert byrd is also praising the rescue . [SEP] west virginia [SEP] senator,"[[[unused5], [unused5]], [[unused2]]]",NONE,GEN-AFF-rl,32691
"they are trying to identify iraqi ##s from within the country , as well as iraqi di ##ssi ##dents and exiles , the diaspora they call it here at the white house , who will be part of a planning process to begin the process - - they say it could takes weeks or more - - of selecting who should be part of that interim [unused5] [unused3] . [SEP] iraqi [SEP] authority","[[[unused5]], [[unused3]]]",NONE,GEN-AFF-rl,34466
but the daily planet is saving its big plans for the united states where it is negotiating with two well - known [unused5] [unused2] to join the board . [SEP] us [SEP] personalities,"[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,35035
reporter : a cry from the heart from one of [unused5] ' s [unused2] . [SEP] iraq [SEP] archaeologists,"[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,35244
they ' ll go to work with the [unused5] [unused2] as 2003 - 04 - 18 17 : 02 : 02 [SEP] iraqi [SEP] colleagues,"[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,35300
"in [unused5] [unused5] , the [unused3] [unused3] [unused3] [unused3] [unused3] [unused3] [unused3] is sponsoring a rally for peace today . [SEP] los angeles [SEP] international black coalition for peace and justice","[[[unused5], [unused5]], [[unused3], [unused3], [unused3], [unused3], [unused3], [unused3], [unused3]]]",NONE,GEN-AFF-rl,36949
"in the second apache helicopter airs ##tri ##ke that occurred within the past hour or so , we ' re now told by palestinians , three people died , 33 others were wounded , six are in critical condition , three dead were civilians , according to [unused5] [unused2] . [SEP] palestinian [SEP] sources","[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,37269
"this is great news for [unused5] gun [unused2] because now to defend yourself you do n ' t have to first make sure a "" duty to retreat "" is impossible . [SEP] florida [SEP] carriers","[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,37604
"as coalition troops advanced , an entire [unused5] [unused3] division gave itself up , u . s . military officials said . [SEP] iraqi [SEP] army","[[[unused5]], [[unused3]]]",NONE,GEN-AFF-rl,40729
"despite the heavy bombing , which the [unused5] [unused5] [unused5] . [unused3] [unused3] said targeted military command and control installations , the iraqi regime gave no sign of quit ##ting . [SEP] u . s [SEP] central command","[[[unused5], [unused5], [unused5]], [[unused3], [unused3]]]",NONE,GEN-AFF-rl,41402
t ##10 : 10 : 00 i du n no if you want anything to do with [unused5] stock [unused3] . [SEP] their [SEP] market,"[[[unused5]], [[unused3]]]",NONE,GEN-AFF-rl,42163
"he was the governor of my state of texas , [unused5] there are a whole lot of [unused2] . [SEP] where [SEP] doctors","[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,43496
"` ` the way it works is that there have been an initial set of contracts let to [unused5] [unused3] , since it ' s u . s . money . [SEP] us [SEP] companies","[[[unused5]], [[unused3]]]",NONE,GEN-AFF-rl,45852
"about 50 [unused5] [unused3] - mostly in the construction sector _ are applying for sub ##con ##tra ##cts to help rebuild iraq , portuguese media reported . [SEP] portuguese [SEP] companies","[[[unused5]], [[unused3]]]",NONE,GEN-AFF-rl,45897
"about 50 portuguese companies - mostly in the construction sector _ are applying for sub ##con ##tra ##cts to help rebuild iraq , [unused5] [unused3] reported . [SEP] portuguese [SEP] media","[[[unused5]], [[unused3]]]",NONE,GEN-AFF-rl,45901
a senior [unused2] intelligence [unused2] says citizens were protesting the american occupation of the city ' s main government building . [SEP] kurdish [SEP] official,"[[[unused2]], [[unused2]]]",NONE,GEN-AFF-rl,49198
ge edison life insurance co . ltd . is a key japanese life insurance unit of [unused5] [unused3] general electric co . [SEP] us [SEP] conglomerate,"[[[unused5]], [[unused3]]]",NONE,GEN-AFF-rl,49527
"[unused5] is blessed to have so many respected foreign policy and security policy public [unused2] , past and present . [SEP] virginia [SEP] servants","[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,58174
"i think if we ' re going to get this terror thing over ##with , i think we need to clear the countries [unused5] house [unused2] . [SEP] that [SEP] them","[[[unused5]], [[unused2]]]",NONE,GEN-AFF-rl,59033
"cr ##ich ##ton , 60 , is one of the [unused4] ' s wealthiest [unused2] , and has had 12 of his novels made into major hollywood movies . [SEP] world [SEP] authors","[[[unused4]], [[unused2]]]",NONE,GEN-AFF-rl,63783
"the comments indicate that russia ' s nu ##ance ##d position over the war in iraq was becoming ever more scrambled , with putin pushing to protect his bud ##ding friendship with us president george w . bush in the face of stride ##nt opposition from the [unused5] [unused3] and other top k ##rem ##lin officials . [SEP] russian [SEP] media","[[[unused5]], [[unused3]]]",NONE,GEN-AFF-rl,64967

i want to apologize to the american people for clearly making a mis ##ju ##d ##gm ##ent over the weekend by giving an interview to [unused5] [unused3] . [SEP] iraqi [SEP] television,"[[[unused5]], [[unused3]]]",PER-SOC-lr,GEN-AFF-rl,54589

"[unused5] [unused2] hate ##m mu ##kh ##lis ##s quoted president john f . kennedy ' s ex ##hort ##ation , ` ` ask not what your country can do for you , but what you can do for your country , ' ' and called on iraqi ##s to write a constitution , establish a legal system and consider what role the army should play . [SEP] iraqi [SEP] exile","[[[unused5]], [[unused2]]]",ORG-AFF-lr,GEN-AFF-rl,6168

"in the january attack , two [unused5] suicide [unused2] blew themselves up in central tel aviv , killing 23 other people . [SEP] palestinian [SEP] bombers","[[[unused5]], [[unused2]]]",ART-lr,GEN-AFF-rl,8733

"meantime , [unused5] says that 420 [unused2] , they say , have been killed during the war . [SEP] iraq [SEP] civilians","[[[unused5]], [[unused2]]]",GEN-AFF-lr,GEN-AFF-rl,14052
he was handed over to coalition special forces by [unused5] [unused2] [unused2] last night . [SEP] iraqi [SEP] ku ##rds,"[[[unused5]], [[unused2], [unused2]]]",GEN-AFF-lr,GEN-AFF-rl,24519

the british have been outside the [unused5] of 1 . 5 [unused2] for more than a week . [SEP] city [SEP] million,"[[[unused5]], [[unused2]]]",PHYS-rl,GEN-AFF-rl,22229
"a little earlier this morning , i spoke with an [unused5] [unused2] [unused2] [unused2] who teaches at writes extensively on the middle east . [SEP] iraqi [SEP] di ##ssi ##dent","[[[unused5]], [[unused2], [unused2], [unused2]]]",PHYS-rl,GEN-AFF-rl,62200

[unused5] [unused3] responded with artillery fire . [SEP] iraqi [SEP] forces,"[[[unused5]], [[unused3]]]",ORG-AFF-rl,GEN-AFF-rl,40684
"one option under serious consideration was bush giving [unused5] [unused2] saddam hussein a final ultimatum , perhaps with a short - term deadline , in a major address next week , two senior white house officials said . [SEP] iraqi [SEP] leader","[[[unused5]], [[unused2]]]",ORG-AFF-rl,GEN-AFF-rl,51172

they were hidden under a rose ##bush in the back yard of an [unused5] [unused2] in baghdad . [SEP] iraqi [SEP] scientist,"[[[unused5]], [[unused2]]]",ART-rl,GEN-AFF-rl,27737
that [unused5] [unused2] hid the components 12 years ago . [SEP] iraqi [SEP] scientist,"[[[unused5]], [[unused2]]]",ART-rl,GEN-AFF-rl,27742

